PEITSCH_CODE,ALL_ORDER,A_ORDER,B_ORDER,C_ORDER,D_ORDER,ALL_UNORDER,A_UNORDER,B_UNORDER,C_UNORDER,D_UNORDER
2725,90.78632564691512,80.13348164627364,90.9638183924629,89.80707325882138,88.42225992961286,89.01975038118906,80.13348164627364,89.1638183924629,87.96482980873479,87.6530291603821
415,88.6390373738679,92.24462671831094,84.38228084055574,86.80046913065745,84.16531524890658,86.41138022607097,92.24462671831094,79.5201747761355,84.88759446673997,84.16531524890658
12869,86.9360048123416,90.57400265638252,100,84.62973124079737,81.81818181818183,83.83629822980068,88.93520666976045,100,80.19532281852685,81.81818181818181
2191,89.85929327913797,100.0,84.12109669970157,90.61846277968918,91.18546365914787,87.8523844858007,100.0,80.88748714651857,88.39306473516673,88.32832080200502
7441,90.33559402574926,95.77089783281733,88.26535202475053,87.78108795972413,80.0,89.28935031318805,95.77089783281733,87.76409889191844,84.9953566541596,80.0
6929,90.37674454497034,91.76641604010024,90.95238095238096,89.2995816702963,92.73447367971978,88.87509416807688,89.1235588972431,88.73015873015873,86.63423741934484,92.54123696474394
4761,93.682843535867,93.52421652421654,91.63783747117081,91.70369746080115,91.49501292358434,93.1659466981544,93.52421652421654,91.63783747117081,90.84348240703773,90.60859775145488
3177,92.89624210483123,95.06008359456635,87.2494277699063,91.49128026407128,93.68778822737634,91.7522047050771,95.06008359456635,83.91265446409277,91.08723986003088,93.09255013213826
859,90.55060153760668,84.42626728110598,100.0,91.43299698472356,96.82539682539682,88.58152434752334,82.16999487967229,100.0,88.87861175670328,96.82539682539682
2489,92.6698936631708,94.34920634920636,100,88.62451904040577,90.73675815355382,91.312803142244,94.34920634920636,100,85.18761131451954,90.42811617824518
1645,90.87700190177065,100,82.0909090909091,90.57237822444392,91.63218573917635,90.02078567429396,100,81.18181818181817,88.40064139544903,91.44700055399117
6697,87.89818672515644,100.0,94.20289855072463,82.21688574152611,100.0,85.24037918669714,100.0,91.30434782608695,78.12304803104794,100.0
919,91.60408270013431,92.83309283309283,89.08283002791973,93.82638217928073,92.33501683501683,90.46328342009193,89.92303992303994,87.52337583688661,92.03204125450502,92.33501683501683
4685,89.86565127201135,92.3076923076923,100,87.93572606769229,92.46379825535837,87.63118750824941,92.3076923076923,100,84.40972142277107,91.63046492202504
5209,92.95268969537587,88.96367521367522,100.0,95.04298905975057,86.36201378563807,91.95632904198733,88.96367521367522,100.0,94.06797490075421,85.11199119595706
731,91.98177643718807,95.03267810047996,88.12054246663601,100.0,89.52766677766678,90.2103782657847,95.03267810047996,87.72838560389091,100.0,87.92510267510268
8755,90.59199796991881,100,100,87.81316558235719,92.89795793997476,88.14833526998216,100,100,83.73709623448698,91.60513311773816
1205,92.44273574749282,100,94.24214130096485,94.76348048087179,88.04638277979846,90.80695256223413,100,94.24214130096485,94.18014714753848,84.63060318996305
2375,90.91445010499474,100,93.68981481481482,89.1322245816921,100.0,89.36063649979755,100,90.7962962962963,86.72951157022534,100.0
757,93.78330653572948,100.0,72.41379310344827,93.02727660853988,87.42690058479532,93.27885908739664,100.0,72.41379310344827,92.50393659071457,87.42690058479532
5203,89.3215905560014,100,90.95278431246172,86.51356711280702,89.67898043985001,86.92253079436195,100,90.95278431246172,83.23345341099238,87.27999054086011
607,90.4252046248924,91.26126126126127,100.0,88.02391289464471,91.1402198306223,88.69918414211914,86.12612612612612,100.0,85.36414531626987,90.3559061051321
8785,90.54638798925009,100,93.12169312169313,88.47377373428014,95.31225296442688,89.39193980258509,100,89.94708994708994,87.69470474342995,95.31225296442688
1691,92.66934277066238,97.53086419753087,84.61538461538461,91.99928767201772,93.63905158022806,91.4832295146592,97.53086419753087,84.61538461538461,90.6693321472919,91.23885918003565
2253,92.08298129088105,90.65074075552053,100,86.07180840228601,95.38174798049891,91.37313000444553,90.3694017241815,100,85.0243671249597,95.38174798049891
911,92.87563705362369,100,91.88888888888887,93.176398094662,92.26735138499843,91.70562641147754,100,91.88888888888887,91.67714211581456,90.36258948023654
3379,91.91512768183054,91.8543081043906,73.02118171683388,92.05991368879567,90.05050505050507,90.63208209495636,90.74075499083749,73.02118171683388,91.1789613078433,88.53535353535354
9417,93.86062849745937,98.03921568627452,85.71428571428571,91.57591445342736,95.14285714285714,93.2941510111431,98.03921568627452,85.71428571428572,90.35105978029682,93.71428571428571
1309,92.519094806415,86.49122807017544,85.71428571428571,90.5448918534622,93.16135206287804,91.92341851407231,86.49122807017544,85.71428571428572,88.69971194376618,92.73710963863562
6469,88.09091406289151,92.15348152991173,85.10470085470087,87.93109596290908,100.0,85.17330553498586,90.39909556499946,79.96794871794872,84.29545839156518,100.0
1255,91.0466752917029,77.77777777777779,90.93895697936618,85.73044325050911,91.91949127329244,89.8391578064495,77.77777777777779,90.93895697936618,81.1217559573576,91.08061821219717
6353,91.82836843963152,86.02552131963897,80.03421309872924,94.0362726202447,100,90.59546825877122,82.85091814503579,78.95894428152492,93.13658536914679,100
431,92.95183030809686,89.48341013824884,90.0,95.71067108929603,88.86424019964393,92.44904555150183,87.00087045570918,90.0,95.34885969807287,88.4107254604149
2713,91.80279622125362,89.06988436400201,100,90.73152524905609,92.77114845938375,90.60657079893082,87.40321769733534,100,88.86865761267305,92.77114845938375
2649,91.15169782030455,100,86.55305983109187,89.87113431357976,93.80162165876452,89.55758100832253,100,81.36531279551875,88.4996243420698,92.83962069676356
2635,91.13421140219933,100.0,89.47368421052632,90.82248440300451,88.87316061094498,89.22508994711403,100.0,89.47368421052632,88.97155930590279,88.29345046601743
815,90.74138252541363,84.8864258347017,84.95115995115997,90.18606529007867,94.32124136165056,89.00679174307471,79.41297208538587,83.76068376068376,87.37183857502785,94.32124136165056
