PEITSCH_CODE,ALL_ORDER,A_ORDER,B_ORDER,C_ORDER,D_ORDER,ALL_UNORDER,A_UNORDER,B_UNORDER,C_UNORDER,D_UNORDER
5,89.84471090152466,92.6177188186823,86.04300615853286,90.2903303166056,91.78400643772413,88.09388246246547,91.64013929432454,83.87410390959772,88.10939389156772,90.50441039073445
7,90.2313978327546,93.15513895244383,86.32163013636871,90.50782456453886,91.85685372844758,88.44188802983781,92.26307032501538,84.1795121915676,88.38234143849877,90.58928516623426
9,90.97060808330698,93.21819658633989,88.7014112219933,90.39435415300336,91.64418698310226,89.29788484899704,92.36712252168839,86.68474708448983,88.2608717640054,90.35304328019106
11,90.0937194727973,93.05807315049798,85.97784612391638,90.51104779299372,92.006719213586,88.37017657648663,92.05543103421937,84.09122940572215,88.40204871917877,90.76427659232591
13,90.66069477568578,93.61081955182259,87.18828884813483,90.38540872262456,92.05147329140502,88.89229895621463,92.75103934111617,85.03627924374683,88.23384448205316,90.8528176590552
17,90.04848299628699,93.52402620633778,83.7767321370924,90.2048854504938,91.52688593269824,88.33655864439989,92.72272664502714,81.88740348204831,88.00862668645026,90.22768745879877
25,90.93956023973665,94.24608423575803,85.1177536421804,90.21806621328221,92.03969663455072,89.30685993018697,93.50621625834302,83.41016361517033,88.0293556392227,90.78415974714126
19,91.22724956846443,93.648946616578,87.98498040529964,90.36757668639036,91.96852502770179,89.65149380506318,92.8865393693109,86.08943744540832,88.18259078384897,90.78521456970452
21,89.75642637312848,92.72542039674711,85.95279063758852,90.56962396514028,91.7186774912208,87.97723735050373,91.73173081088517,83.86464598724817,88.52089406354204,90.56914361170925
15,90.54466702014045,93.6924577622911,86.38469054115818,90.86387549842298,92.01263011077994,88.90013734019263,92.80157013787684,84.50760738255491,88.94783428338539,90.86467710836645
27,91.01269829828563,93.44372905803954,87.38533278013047,90.72198060548662,91.6449039207163,89.43263150759714,92.6270488886433,85.40359465764013,88.70794295855076,90.38567953070368
23,90.93371891374983,93.30174928353587,87.91823841837254,90.78261949448732,92.20486741038019,89.36083165613577,92.46412955798664,86.05686780997533,88.77658466055668,91.14700960680041
41,90.56665977189401,93.65724655157868,87.34873613921525,90.22720009451355,91.84046884473231,88.9431507631787,92.94186722852213,85.60975987462054,88.12635263414988,90.57564224226863
49,90.6654780459886,93.56704252808385,87.42669581287187,89.87870551011159,91.7716100702369,88.91192842302114,92.75658906284495,85.44943962301934,87.54191848107217,90.4443445334301
29,91.04150399469766,93.73449478795611,88.91114901526205,90.74377871452434,92.14532317513168,89.4765794106302,92.90552481442919,87.14098596373553,88.7431809666826,91.1030003309066
37,91.0247831123095,92.3994984156867,89.40575701052533,90.49710915162773,91.99643823965323,89.39392778955191,91.38307841515389,87.56232382905043,88.43342861859283,90.85913979202869
35,90.49066492465673,92.87877088502799,86.45677236583565,90.05649703266694,91.34704331235879,88.7127484221525,91.88027514225547,84.58047864532656,87.72615446796328,90.06992264229046
51,91.18605518207033,93.26538067392508,88.14138898037542,90.40659230748416,92.05077839239767,89.5549954283717,92.26172944411411,86.12701123175619,88.32347673359486,90.84861311540715
